customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_score_1,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
6127-ISGTU,Female,0,Yes    ,No        ,16,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,84.95,California,Garden Valley         ,38.852544,-120.837669,34,Yes    ,Yes              ,1,None   ,7,No             ,Yes           ,0.0,0,109.12,1487.37,67,Medium,6,0,6,Resolved
5602-BVFMK,Female,0,No     ,No        ,12,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Mailed check             ,19.3,California,Independence          ,36.869584,-118.189241,58,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,501.36,730.11,77,High,7,1,8,Resolved
8200-KLNYW,Female,0,Yes    ,No        ,21,Yes         ,No              ,DSL            ,Yes                ,Yes                ,Yes                ,One year      ,No              ,Mailed check             ,80.9,California,San Geronimo          ,38.00474,-122.663717,55,Yes    ,Yes              ,7,None   ,19,Yes            ,No            ,0.0,60,236.67,2011.62,36,High,0,4,4,Resolved
3889-VWBID,Male  ,0,Yes    ,Yes       ,68,Yes         ,No              ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Bank transfer (automatic),82.85,California,Antelope              ,38.715498,-121.363411,52,Yes    ,Yes              ,1,None   ,27,Yes            ,Yes           ,0.0,0,1876.12,7652.57,42,High,1,5,6,NotResolved
4654-GGUII,Female,0,No     ,No        ,18,No          ,No phone service,DSL            ,Yes                ,No                 ,No                 ,One year      ,Yes             ,Mailed check             ,40.2,California,Smartville            ,39.176595,-121.291692,28,No     ,No               ,0,None   ,48,No             ,No            ,0.0,90,0.0,801.95,48,High,0,5,5,Resolved
7579-OOPEC,Female,1,Yes    ,No        ,2,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Credit card (automatic)  ,50.15,California,Pala                  ,33.384345,-117.072619,75,Yes    ,Yes              ,1,Offer E,20,No             ,Yes           ,0.0,0,13.72,128.82,78,Low,7,0,7,Resolved
1928-BXYIV,Male  ,0,No     ,No        ,1,Yes         ,Yes             ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,61.15,California,Placerville           ,38.733714,-120.795213,47,No     ,No               ,0,Offer E,3,No             ,Yes           ,0.0,0,17.07,78.22,28,High,1,3,4,Resolved
1866-ZSLJM,Male  ,0,No     ,No        ,21,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Credit card (automatic)  ,20.5,California,Valley Ford           ,38.339996,-122.935056,31,No     ,No               ,0,Offer D,0,No             ,No            ,0.0,0,690.69,1093.54,75,High,7,1,8,Resolved
9281-CEDRU,Female,0,Yes    ,No        ,68,Yes         ,No              ,DSL            ,Yes                ,Yes                ,No                 ,Two year      ,No              ,Bank transfer (automatic),64.1,California,Salton City           ,33.28156,-115.955541,23,Yes    ,Yes              ,2,None   ,53,No             ,Yes           ,19.12,0,586.16,4893.29,48,High,0,5,5,Resolved
6128-DAFVY,Female,0,No     ,No        ,56,No          ,No phone service,DSL            ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,44.85,California,Willits               ,39.492046,-123.375818,58,No     ,No               ,0,None   ,23,Yes            ,Yes           ,0.0,0,0.0,2564.95,27,High,1,3,4,Resolved
9025-AOMKI,Female,0,No     ,No        ,6,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Bank transfer (automatic),93.55,California,Carpinteria           ,34.441398,-119.513163,42,No     ,No               ,0,Offer E,5,Yes            ,Yes           ,0.0,0,262.79999999999995,799.1999999999999,71,Low,7,0,7,Resolved
2192-CKRLV,Female,0,Yes    ,No        ,72,No          ,No phone service,DSL            ,No                 ,No                 ,Yes                ,Two year      ,Yes             ,Electronic check         ,49.2,California,Wilton                ,38.392559,-121.225093,57,Yes    ,Yes              ,2,Offer A,15,Yes            ,Yes           ,0.0,0,0.0,3580.95,33,Medium,1,4,5,Resolved
2786-GCDPI,Female,1,No     ,No        ,50,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,104.95,California,Pioneertown           ,34.201108,-116.593456,75,No     ,No               ,0,Offer B,29,No             ,Yes           ,0.0,0,882.4999999999999,6104.85,39,High,1,4,5,Resolved
7508-KBIMB,Male  ,0,Yes    ,Yes       ,24,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,One year      ,Yes             ,Credit card (automatic)  ,56.25,California,Jamestown             ,37.84771,-120.486589,33,Yes    ,Yes              ,7,None   ,53,No             ,Yes           ,0.0,0,55.44,1509.69,52,High,1,6,7,Resolved
5449-FIBXJ,Male  ,0,Yes    ,Yes       ,19,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Month-to-month,No              ,Electronic check         ,103.3,California,San Jose              ,37.375156,-121.795867,34,Yes    ,Yes              ,1,Offer D,22,Yes            ,Yes           ,0.0,0,532.76,2545.46,67,Medium,6,0,6,Resolved
6959-GQEGV,Male  ,0,No     ,No        ,45,Yes         ,No              ,DSL            ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,75.95,California,Canoga Park           ,34.19829,-118.602203,61,No     ,No               ,0,None   ,6,Yes            ,Yes           ,0.0,0,466.2,3740.0,28,High,0,3,3,NotResolved
5345-BMKWB,Male  ,0,Yes    ,No        ,8,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,20.25,California,San Francisco         ,37.760412,-122.484966,29,Yes    ,Yes              ,9,None   ,0,No             ,No            ,0.0,0,39.84,198.19,24,High,1,3,4,Resolved
2959-EEXWB,Female,0,Yes    ,Yes       ,45,No          ,No phone service,DSL            ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Bank transfer (automatic),50.9,California,Pasadena              ,34.13946,-118.166649,54,Yes    ,Yes              ,10,Offer B,18,Yes            ,Yes           ,0.0,0,0.0,2333.85,64,Medium,6,0,6,Resolved
5299-RULOA,Female,0,Yes    ,Yes       ,10,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,100.25,California,Whittier              ,33.976678,-118.065875,62,Yes    ,Yes              ,1,None   ,30,Yes            ,Yes           ,0.0,0,244.8,1309.45,87,Low,8,1,9,Resolved
7470-DYNOE,Male  ,0,No     ,No        ,53,Yes         ,No              ,DSL            ,No                 ,No                 ,Yes                ,One year      ,Yes             ,Electronic check         ,61.1,California,Walnut                ,34.018354,-117.85492,37,No     ,No               ,0,Offer B,24,Yes            ,Yes           ,0.0,0,255.46,3613.36,35,High,1,4,5,Resolved
3640-PHQXK,Female,0,No     ,No        ,31,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,89.9,California,Union City            ,37.59485,-122.051521,54,No     ,No               ,0,None   ,11,Yes            ,Yes           ,41.18,0,196.23,2961.9500000000003,85,Low,8,1,9,Resolved
3785-KTYSH,Male  ,0,No     ,No        ,53,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,24.6,California,Mission Hills         ,34.266389,-118.459744,24,No     ,No               ,0,None   ,0,No             ,No            ,37.68,0,1810.48,3051.8,44,High,0,5,5,Resolved
9136-ALYBR,Male  ,0,No     ,No        ,1,No          ,No phone service,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,24.45,California,Fontana               ,34.049671,-117.468896,44,No     ,No               ,0,None   ,2,No             ,Yes           ,0.0,0,0.0,24.45,65,Medium,6,1,7,Resolved
3865-QBWSJ,Male  ,1,No     ,Yes       ,38,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,80.45,California,Courtland             ,38.311609,-121.554034,76,No     ,No               ,0,None   ,27,No             ,Yes           ,0.0,0,1714.94,4877.59,41,Medium,1,5,6,Resolved
5136-KCKGI,Female,0,Yes    ,Yes       ,33,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,One year      ,Yes             ,Mailed check             ,103.7,California,Templeton             ,35.536115,-120.739231,22,Yes    ,Yes              ,1,Offer C,73,Yes            ,Yes           ,0.0,0,1373.13,4840.13,76,Low,7,1,8,Resolved
4933-IKULF,Female,1,No     ,No        ,17,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Mailed check             ,20.65,California,Pinon Hills           ,34.459322,-117.629729,71,No     ,No               ,0,Offer D,0,No             ,No            ,0.0,0,410.55,741.15,40,High,1,5,6,Resolved
8327-WKMIE,Male  ,0,No     ,No        ,37,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Credit card (automatic)  ,20.15,California,Le Grand              ,37.249377,-120.249581,36,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,1271.6899999999998,2057.44,65,High,6,1,7,Resolved
5998-DZLYR,Female,0,Yes    ,No        ,61,Yes         ,Yes             ,Fiber optic    ,Yes                ,No                 ,Yes                ,Two year      ,Yes             ,Bank transfer (automatic),94.35,California,Sutter                ,39.172777,-121.805845,55,Yes    ,Yes              ,1,Offer B,13,Yes            ,Yes           ,29.88,0,1533.54,7206.66,48,High,0,5,5,Resolved
3752-CQSJI,Female,0,Yes    ,Yes       ,13,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,Yes             ,Mailed check             ,20.45,California,San Anselmo           ,37.99272,-122.575026,59,Yes    ,Yes              ,1,Offer D,0,No             ,No            ,0.0,0,213.2,467.7,25,Medium,0,3,3,Resolved
9391-TTOYH,Female,0,No     ,No        ,23,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,Yes             ,Mailed check             ,19.5,California,Oakland               ,37.828416,-122.216005,33,No     ,No               ,0,Offer D,0,No             ,No            ,0.0,0,321.54,791.74,42,High,1,5,6,Resolved
2656-TABEH,Male  ,0,Yes    ,No        ,4,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,100.2,California,Temecula              ,33.540604,-117.10909,57,Yes    ,Yes              ,1,None   ,10,Yes            ,Yes           ,0.0,0,112.88,533.0799999999999,82,Low,8,1,9,NotResolved
7094-MSZAO,Male  ,0,Yes    ,Yes       ,10,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,Yes             ,Credit card (automatic)  ,20.05,California,Oakland               ,37.808731,-122.238708,55,Yes    ,Yes              ,7,None   ,0,No             ,No            ,0.0,0,138.3,356.8,23,High,0,3,3,NotResolved
8513-OLYGY,Male  ,0,Yes    ,No        ,72,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,No              ,Credit card (automatic)  ,115.8,California,Fortuna               ,40.584991,-124.121504,50,Yes    ,Yes              ,8,None   ,25,Yes            ,Yes           ,0.0,0,1986.48,10318.63,41,Medium,0,5,5,Resolved
8999-YPYBV,Male  ,0,Yes    ,Yes       ,45,Yes         ,No              ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Mailed check             ,84.35,California,Garden Valley         ,38.852544,-120.837669,63,Yes    ,Yes              ,3,Offer B,3,Yes            ,Yes           ,0.0,0,1386.0,5244.05,35,Medium,1,4,5,Resolved
1897-OKVMW,Female,0,Yes    ,Yes       ,64,Yes         ,Yes             ,DSL            ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Mailed check             ,90.6,California,Lathrop               ,37.80821,-121.308401,44,Yes    ,Yes              ,3,None   ,19,Yes            ,Yes           ,0.0,0,2368.0,8185.45,43,High,1,5,6,Resolved
